scenario,episode,method,delay_steps,trace_quality,proxy_conflict,localization_error,counterfactual_precision,success_lift,reward_dependence
sparse_effect,161,dense_shaping,12,0.594,0.2532,3.1693,0.4333,0.1143,0.55
sparse_effect,161,effect_trace,12,0.594,0.2532,1.2571,0.8078,0.291,0.0
sparse_effect,162,delayed_reward_td,9,0.4141,0.3205,4.2893,0.306,-0.0023,1.0
sparse_effect,162,dense_shaping,9,0.4141,0.3205,2.6967,0.4281,0.1188,0.55
sparse_effect,162,effect_trace,9,0.4141,0.3205,1.0715,0.8388,0.3015,0.0
sparse_effect,163,delayed_reward_td,10,0.5524,0.1343,4.3511,0.2905,-0.0137,1.0
sparse_effect,163,dense_shaping,10,0.5524,0.1343,2.6018,0.5042,0.1041,0.55
sparse_effect,163,effect_trace,10,0.5524,0.1343,1.0934,0.8443,0.3092,0.0
sparse_effect,164,delayed_reward_td,9,0.7373,0.312,4.2232,0.3072,0.0075,1.0
sparse_effect,164,dense_shaping,9,0.7373,0.312,2.6131,0.4674,0.1087,0.55
sparse_effect,164,effect_trace,9,0.7373,0.312,0.931,0.8538,0.2914,0.0
sparse_effect,165,delayed_reward_td,6,0.6196,0.3648,3.2981,0.346,0.0547,1.0
sparse_effect,165,dense_shaping,6,0.6196,0.3648,2.1091,0.452,0.1069,0.55
sparse_effect,165,effect_trace,6,0.6196,0.3648,0.8549,0.8784,0.3042,0.0
sparse_effect,166,delayed_reward_td,12,0.4563,0.1565,4.949,0.2509,-0.0295,1.0
sparse_effect,166,dense_shaping,12,0.4563,0.1565,2.97,0.4235,0.1038,0.55
sparse_effect,166,effect_trace,12,0.4563,0.1565,1.2994,0.8186,0.3069,0.0
sparse_effect,167,delayed_reward_td,10,0.4714,0.0947,4.3236,0.3255,0.0227,1.0
sparse_effect,167,dense_shaping,10,0.4714,0.0947,2.6671,0.5269,0.1603,0.55
sparse_effect,167,effect_trace,10,0.4714,0.0947,1.1207,0.8196,0.2907,0.0
sparse_effect,168,delayed_reward_td,4,0.5479,0.335,2.7436,0.3716,0.0477,1.0
sparse_effect,168,dense_shaping,4,0.5479,0.335,1.834,0.4756,0.148,0.55
sparse_effect,168,effect_trace,4,0.5479,0.335,0.7825,0.8438,0.287,0.0
sparse_effect,169,delayed_reward_td,2,0.4552,0.3211,2.075,0.4402,0.1184,1.0
sparse_effect,169,dense_shaping,2,0.4552,0.3211,1.5804,0.4577,0.1064,0.55
sparse_effect,169,effect_trace,2,0.4552,0.3211,0.6628,0.8165,0.3049,0.0
sparse_effect,170,delayed_reward_td,10,0.4658,0.2961,4.4573,0.2864,-0.0016,1.0
sparse_effect,170,dense_shaping,10,0.4658,0.2961,2.8754,0.4698,0.1101,0.55
sparse_effect,170,effect_trace,10,0.4658,0.2961,1.3422,0.8403,0.3079,0.0
sparse_effect,171,delayed_reward_td,6,0.4582,0.3108,3.369,0.3292,0.044,1.0
sparse_effect,171,dense_shaping,6,0.4582,0.3108,2.0387,0.4692,0.1339,0.55
sparse_effect,171,effect_trace,6,0.4582,0.3108,1.0507,0.8695,0.3263,0.0
sparse_effect,172,delayed_reward_td,2,0.5782,0.1442,1.982,0.3814,0.0936,1.0
sparse_effect,172,dense_shaping,2,0.5782,0.1442,1.1562,0.5701,0.1644,0.55
sparse_effect,172,effect_trace,2,0.5782,0.1442,0.6103,0.8929,0.2934,0.0
sparse_effect,173,delayed_reward_td,3,0.3927,0.3392,2.4278,0.3772,0.0844,1.0
sparse_effect,173,dense_shaping,3,0.3927,0.3392,1.724,0.4751,0.1341,0.55
sparse_effect,173,effect_trace,3,0.3927,0.3392,0.8031,0.8435,0.288,0.0
sparse_effect,174,delayed_reward_td,8,0.5151,0.0644,3.7616,0.3375,0.0556,1.0
sparse_effect,174,dense_shaping,8,0.5151,0.0644,2.2367,0.5396,0.1224,0.55
sparse_effect,174,effect_trace,8,0.5151,0.0644,1.0116,0.8602,0.276,0.0
sparse_effect,175,delayed_reward_td,9,0.5952,0.1497,4.1131,0.3617,0.0125,1.0
sparse_effect,175,dense_shaping,9,0.5952,0.1497,2.4937,0.522,0.1332,0.55
sparse_effect,175,effect_trace,9,0.5952,0.1497,1.0697,0.8496,0.3194,0.0
sparse_effect,176,delayed_reward_td,4,0.4543,0.1058,2.6406,0.3899,0.0419,1.0
sparse_effect,176,dense_shaping,4,0.4543,0.1058,1.5686,0.5168,0.112,0.55
sparse_effect,176,effect_trace,4,0.4543,0.1058,0.82,0.838,0.3117,0.0
sparse_effect,177,delayed_reward_td,6,0.5404,0.3715,3.2993,0.3551,0.0305,1.0
sparse_effect,177,dense_shaping,6,0.5404,0.3715,2.2016,0.4395,0.1219,0.55
sparse_effect,177,effect_trace,6,0.5404,0.3715,0.9423,0.8583,0.279,0.0
sparse_effect,178,delayed_reward_td,11,0.5509,0.1433,4.7684,0.2844,-0.0103,1.0
sparse_effect,178,dense_shaping,11,0.5509,0.1433,2.8391,0.489,0.1424,0.55
sparse_effect,178,effect_trace,11,0.5509,0.1433,1.0485,0.8305,0.2958,0.0
sparse_effect,179,delayed_reward_td,6,0.4327,0.3072,3.3001,0.3755,0.0683,1.0
sparse_effect,179,dense_shaping,6,0.4327,0.3072,2.3002,0.4136,0.1221,0.55
sparse_effect,179,effect_trace,6,0.4327,0.3072,1.0167,0.8002,0.2908,0.0
sparse_effect,180,delayed_reward_td,12,0.5473,0.1764,5.0479,0.276,0.023,1.0
sparse_effect,180,dense_shaping,12,0.5473,0.1764,3.0169,0.4623,0.0901,0.55
sparse_effect,180,effect_trace,12,0.5473,0.1764,1.1488,0.8273,0.2896,0.0
sparse_effect,181,delayed_reward_td,10,0.4857,0.2285,4.4822,0.34,0.022,1.0
sparse_effect,181,dense_shaping,10,0.4857,0.2285,2.8636,0.441,0.0766,0.55
sparse_effect,181,effect_trace,10,0.4857,0.2285,1.1806,0.8601,0.2942,0.0
sparse_effect,182,delayed_reward_td,2,0.5567,0.1846,2.0754,0.4273,0.0891,1.0
sparse_effect,182,dense_shaping,2,0.5567,0.1846,1.3017,0.5154,0.1849,0.55
sparse_effect,182,effect_trace,2,0.5567,0.1846,0.7085,0.8727,0.3053,0.0
sparse_effect,183,delayed_reward_td,7,0.5026,0.4444,3.7296,0.3309,0.0248,1.0
sparse_effect,183,dense_shaping,7,0.5026,0.4444,2.5084,0.3958,0.11,0.55
sparse_effect,183,effect_trace,7,0.5026,0.4444,1.012,0.8121,0.3097,0.0
sparse_effect,184,delayed_reward_td,8,0.4628,0.1981,3.9308,0.3178,0.0439,1.0
sparse_effect,184,dense_shaping,8,0.4628,0.1981,2.3861,0.4773,0.1342,0.55
sparse_effect,184,effect_trace,8,0.4628,0.1981,1.0443,0.823,0.2836,0.0
sparse_effect,185,delayed_reward_td,5,0.5274,0.254,3.0463,0.3428,0.0629,1.0
sparse_effect,185,dense_shaping,5,0.5274,0.254,2.0059,0.4687,0.1549,0.55
sparse_effect,185,effect_trace,5,0.5274,0.254,0.8559,0.8225,0.3286,0.0
sparse_effect,186,delayed_reward_td,7,0.5668,0.3805,3.5746,0.351,0.0176,1.0
sparse_effect,186,dense_shaping,7,0.5668,0.3805,2.3625,0.3974,0.0984,0.55
sparse_effect,186,effect_trace,7,0.5668,0.3805,0.906,0.8214,0.3124,0.0
sparse_effect,187,delayed_reward_td,3,0.5378,0.2959,2.4072,0.3676,0.0862,1.0
sparse_effect,187,dense_shaping,3,0.5378,0.2959,1.5942,0.4936,0.1646,0.55
sparse_effect,187,effect_trace,3,0.5378,0.2959,0.667,0.8482,0.3274,0.0
sparse_effect,188,delayed_reward_td,6,0.5921,0.2236,3.1856,0.3659,0.0426,1.0
sparse_effect,188,dense_shaping,6,0.5921,0.2236,1.9788,0.4574,0.1532,0.55
sparse_effect,188,effect_trace,6,0.5921,0.2236,0.8346,0.8722,0.3234,0.0
sparse_effect,189,delayed_reward_td,6,0.4212,0.2607,3.3511,0.3675,0.0185,1.0
sparse_effect,189,dense_shaping,6,0.4212,0.2607,2.1866,0.447,0.1385,0.55
sparse_effect,189,effect_trace,6,0.4212,0.2607,0.9755,0.8718,0.2686,0.0
sparse_effect,190,delayed_reward_td,8,0.3869,0.3243,3.8866,0.3114,0.0388,1.0
sparse_effect,190,dense_shaping,8,0.3869,0.3243,2.5809,0.3621,0.1104,0.55
sparse_effect,190,effect_trace,8,0.3869,0.3243,1.0255,0.8221,0.3001,0.0
sparse_effect,191,delayed_reward_td,10,0.5459,0.3427,4.4147,0.2948,-0.0289,1.0
sparse_effect,191,dense_shaping,10,0.5459,0.3427,2.9024,0.3757,0.1406,0.55
sparse_effect,191,effect_trace,10,0.5459,0.3427,1.1359,0.7998,0.3014,0.0
sparse_effect,192,delayed_reward_td,8,0.4747,0.4331,3.9129,0.2974,-0.0148,1.0
sparse_effect,192,dense_shaping,8,0.4747,0.4331,2.6474,0.3863,0.0948,0.55
sparse_effect,192,effect_trace,8,0.4747,0.4331,1.0835,0.8258,0.2965,0.0
sparse_effect,193,delayed_reward_td,4,0.5467,0.3031,2.744,0.404,0.0695,1.0
sparse_effect,193,dense_shaping,4,0.5467,0.3031,1.8255,0.4866,0.1459,0.55
sparse_effect,193,effect_trace,4,0.5467,0.3031,0.7531,0.847,0.2874,0.0
sparse_effect,194,delayed_reward_td,6,0.683,0.3656,3.3595,0.3754,0.0402,1.0
sparse_effect,194,dense_shaping,6,0.683,0.3656,2.1826,0.4528,0.1201,0.55
sparse_effect,194,effect_trace,6,0.683,0.3656,0.9227,0.8687,0.3254,0.0
sparse_effect,195,delayed_reward_td,7,0.5988,0.2896,3.614,0.4066,0.0587,1.0
sparse_effect,195,dense_shaping,7,0.5988,0.2896,2.3456,0.4896,0.1032,0.55
sparse_effect,195,effect_trace,7,0.5988,0.2896,0.9941,0.8462,0.3086,0.0
sparse_effect,196,delayed_reward_td,4,0.5677,0.2553,2.5907,0.415,0.0538,1.0
sparse_effect,196,dense_shaping,4,0.5677,0.2553,1.6356,0.4966,0.1482,0.55
sparse_effect,196,effect_trace,4,0.5677,0.2553,0.5447,0.8754,0.3117,0.0
sparse_effect,197,delayed_reward_td,5,0.7135,0.2591,2.9938,0.378,0.0696,1.0
sparse_effect,197,dense_shaping,5,0.7135,0.2591,1.8513,0.4819,0.1636,0.55
sparse_effect,197,effect_trace,5,0.7135,0.2591,0.8449,0.8708,0.2958,0.0
sparse_effect,198,delayed_reward_td,8,0.6209,0.2925,3.8585,0.3345,0.0406,1.0
sparse_effect,198,dense_shaping,8,0.6209,0.2925,2.4678,0.4551,0.114,0.55
sparse_effect,198,effect_trace,8,0.6209,0.2925,1.0222,0.8573,0.2948,0.0
sparse_effect,199,delayed_reward_td,4,0.6733,0.1781,2.607,0.3784,0.071,1.0
sparse_effect,199,dense_shaping,4,0.6733,0.1781,1.6494,0.5511,0.1897,0.55
sparse_effect,199,effect_trace,4,0.6733,0.1781,0.6428,0.9158,0.3095,0.0
sparse_effect,200,delayed_reward_td,2,0.6395,0.1563,2.063,0.4133,0.0613,1.0
sparse_effect,200,dense_shaping,2,0.6395,0.1563,1.2328,0.5357,0.1724,0.55
sparse_effect,200,effect_trace,2,0.6395,0.1563,0.518,0.9046,0.3208,0.0
sparse_effect,201,delayed_reward_td,8,0.3432,0.1474,3.8291,0.3272,0.0395,1.0
sparse_effect,201,dense_shaping,8,0.3432,0.1474,2.4261,0.5181,0.1303,0.55
sparse_effect,201,effect_trace,8,0.3432,0.1474,1.1236,0.8149,0.2667,0.0
sparse_effect,202,delayed_reward_td,8,0.5453,0.02,3.8298,0.3859,0.0421,1.0
sparse_effect,202,dense_shaping,8,0.5453,0.02,2.1621,0.5161,0.2026,0.55
sparse_effect,202,effect_trace,8,0.5453,0.02,1.0282,0.8572,0.2856,0.0
sparse_effect,203,delayed_reward_td,3,0.4068,0.2677,2.3344,0.413,0.0805,1.0
sparse_effect,203,dense_shaping,3,0.4068,0.2677,1.5719,0.4645,0.1605,0.55
sparse_effect,203,effect_trace,3,0.4068,0.2677,0.6716,0.8247,0.3073,0.0
sparse_effect,204,delayed_reward_td,10,0.6762,0.2515,4.3562,0.3165,-0.0112,1.0
sparse_effect,204,dense_shaping,10,0.6762,0.2515,2.7028,0.4734,0.1172,0.55
sparse_effect,204,effect_trace,10,0.6762,0.2515,0.9771,0.8745,0.2777,0.0
sparse_effect,205,delayed_reward_td,4,0.466,0.2086,2.6802,0.4324,0.0389,1.0
sparse_effect,205,dense_shaping,4,0.466,0.2086,1.6653,0.4778,0.1326,0.55
sparse_effect,205,effect_trace,4,0.466,0.2086,0.7807,0.8446,0.3111,0.0
sparse_effect,206,delayed_reward_td,10,0.5582,0.236,4.5176,0.3122,-0.0279,1.0
sparse_effect,206,dense_shaping,10,0.5582,0.236,2.7387,0.4343,0.1238,0.55
sparse_effect,206,effect_trace,10,0.5582,0.236,1.0127,0.8582,0.3048,0.0
sparse_effect,207,delayed_reward_td,9,0.3122,0.1731,4.1558,0.3385,0.0238,1.0
sparse_effect,207,dense_shaping,9,0.3122,0.1731,2.5875,0.4191,0.1003,0.55
sparse_effect,207,effect_trace,9,0.3122,0.1731,1.1607,0.7909,0.2994,0.0
sparse_effect,208,delayed_reward_td,6,0.5069,0.3168,3.2114,0.3847,0.0742,1.0
sparse_effect,208,dense_shaping,6,0.5069,0.3168,2.2012,0.438,0.1403,0.55
sparse_effect,208,effect_trace,6,0.5069,0.3168,0.8467,0.8514,0.3061,0.0
sparse_effect,209,delayed_reward_td,3,0.3233,0.3459,2.337,0.3876,0.0758,1.0
sparse_effect,209,dense_shaping,3,0.3233,0.3459,1.6681,0.436,0.1462,0.55
sparse_effect,209,effect_trace,3,0.3233,0.3459,0.7824,0.7965,0.3082,0.0
sparse_effect,210,delayed_reward_td,5,0.7281,0.4263,2.9969,0.3915,0.031,1.0
sparse_effect,210,dense_shaping,5,0.7281,0.4263,2.0737,0.4311,0.1575,0.55
sparse_effect,210,effect_trace,5,0.7281,0.4263,0.8033,0.8944,0.3064,0.0
sparse_effect,211,delayed_reward_td,12,0.5636,0.3815,4.98,0.2442,-0.0253,1.0
sparse_effect,211,dense_shaping,12,0.5636,0.3815,3.3055,0.4003,0.1,0.55
sparse_effect,211,effect_trace,12,0.5636,0.3815,1.0985,0.8285,0.2957,0.0
sparse_effect,212,delayed_reward_td,3,0.6241,0.2393,2.3141,0.3878,0.1029,1.0
sparse_effect,212,dense_shaping,3,0.6241,0.2393,1.5855,0.4755,0.136,0.55
sparse_effect,212,effect_trace,3,0.6241,0.2393,0.7484,0.8428,0.3071,0.0
sparse_effect,213,delayed_reward_td,10,0.5373,0.3898,4.546,0.274,-0.0029,1.0
sparse_effect,213,dense_shaping,10,0.5373,0.3898,2.9258,0.3787,0.1083,0.55
sparse_effect,213,effect_trace,10,0.5373,0.3898,1.0947,0.8247,0.292,0.0
sparse_effect,214,delayed_reward_td,10,0.6788,0.3945,4.5698,0.2997,-0.0062,1.0
sparse_effect,214,dense_shaping,10,0.6788,0.3945,2.7936,0.4162,0.1457,0.55
sparse_effect,214,effect_trace,10,0.6788,0.3945,1.1027,0.899,0.3169,0.0
sparse_effect,215,delayed_reward_td,12,0.5173,0.2845,5.1071,0.2099,-0.0284,1.0
sparse_effect,215,dense_shaping,12,0.5173,0.2845,3.1996,0.4257,0.0855,0.55
sparse_effect,215,effect_trace,12,0.5173,0.2845,1.2092,0.8078,0.282,0.0
sparse_effect,216,delayed_reward_td,11,0.6079,0.2312,4.783,0.2704,-0.0148,1.0
sparse_effect,216,dense_shaping,11,0.6079,0.2312,2.8186,0.4402,0.0985,0.55
sparse_effect,216,effect_trace,11,0.6079,0.2312,1.1985,0.8346,0.3008,0.0
sparse_effect,217,delayed_reward_td,2,0.6623,0.2194,1.9514,0.3836,0.1056,1.0
sparse_effect,217,dense_shaping,2,0.6623,0.2194,1.3697,0.5236,0.1834,0.55
sparse_effect,217,effect_trace,2,0.6623,0.2194,0.5744,0.8826,0.3155,0.0
sparse_effect,218,delayed_reward_td,8,0.6161,0.286,3.8461,0.3424,0.0213,1.0
sparse_effect,218,dense_shaping,8,0.6161,0.286,2.5134,0.4647,0.0841,0.55
sparse_effect,218,effect_trace,8,0.6161,0.286,0.9129,0.8568,0.3111,0.0
sparse_effect,219,delayed_reward_td,4,0.4858,0.33,2.6568,0.3784,0.0884,1.0
sparse_effect,219,dense_shaping,4,0.4858,0.33,1.7946,0.4124,0.143,0.55
sparse_effect,219,effect_trace,4,0.4858,0.33,0.8195,0.8318,0.3219,0.0
sparse_effect,220,delayed_reward_td,3,0.7253,0.1284,2.3816,0.3985,0.0872,1.0
sparse_effect,220,dense_shaping,3,0.7253,0.1284,1.3565,0.5739,0.1954,0.55
sparse_effect,220,effect_trace,3,0.7253,0.1284,0.5682,0.8554,0.3307,0.0
sparse_effect,221,delayed_reward_td,6,0.5066,0.2336,3.2926,0.3514,0.0677,1.0
sparse_effect,221,dense_shaping,6,0.5066,0.2336,2.0315,0.4856,0.1532,0.55
sparse_effect,221,effect_trace,6,0.5066,0.2336,0.9235,0.8462,0.2892,0.0
sparse_effect,222,delayed_reward_td,9,0.583,0.3561,4.264,0.3391,0.0296,1.0
sparse_effect,222,dense_shaping,9,0.583,0.3561,2.6357,0.4444,0.1232,0.55
sparse_effect,222,effect_trace,9,0.583,0.3561,1.0768,0.834,0.2888,0.0
sparse_effect,223,delayed_reward_td,12,0.6158,0.2869,5.0494,0.2782,-0.0079,1.0
sparse_effect,223,dense_shaping,12,0.6158,0.2869,3.1184,0.4095,0.1267,0.55
sparse_effect,223,effect_trace,12,0.6158,0.2869,1.2126,0.8676,0.3008,0.0
sparse_effect,224,delayed_reward_td,9,0.4576,0.364,4.3174,0.3106,-0.0104,1.0
sparse_effect,224,dense_shaping,9,0.4576,0.364,2.8122,0.4126,0.0801,0.55
sparse_effect,224,effect_trace,9,0.4576,0.364,1.096,0.8161,0.2926,0.0
sparse_effect,225,delayed_reward_td,4,0.6211,0.3184,2.6474,0.4064,0.0697,1.0
sparse_effect,225,dense_shaping,4,0.6211,0.3184,1.8618,0.463,0.1051,0.55
sparse_effect,225,effect_trace,4,0.6211,0.3184,0.86,0.8966,0.2947,0.0
sparse_effect,226,delayed_reward_td,3,0.5854,0.3491,2.3338,0.3962,0.1125,1.0
sparse_effect,226,dense_shaping,3,0.5854,0.3491,1.7191,0.4651,0.1535,0.55
sparse_effect,226,effect_trace,3,0.5854,0.3491,0.6708,0.8782,0.3099,0.0
sparse_effect,227,delayed_reward_td,4,0.6284,0.2316,2.7083,0.4015,0.091,1.0
sparse_effect,227,dense_shaping,4,0.6284,0.2316,1.7266,0.5228,0.1556,0.55
sparse_effect,227,effect_trace,4,0.6284,0.2316,0.6602,0.8675,0.3052,0.0
sparse_effect,228,delayed_reward_td,3,0.4191,0.3707,2.4062,0.3741,0.0818,1.0
sparse_effect,228,dense_shaping,3,0.4191,0.3707,1.7353,0.46,0.165,0.55
sparse_effect,228,effect_trace,3,0.4191,0.3707,0.7678,0.8364,0.2804,0.0
sparse_effect,229,delayed_reward_td,4,0.3161,0.3364,2.7747,0.3511,0.0308,1.0
sparse_effect,229,dense_shaping,4,0.3161,0.3364,1.8854,0.4334,0.1531,0.55
sparse_effect,229,effect_trace,4,0.3161,0.3364,0.9671,0.7686,0.3063,0.0
sparse_effect,230,delayed_reward_td,12,0.7448,0.3777,5.1916,0.2819,-0.0226,1.0
sparse_effect,230,dense_shaping,12,0.7448,0.3777,3.212,0.3744,0.092,0.55
sparse_effect,230,effect_trace,12,0.7448,0.3777,1.0863,0.8441,0.2829,0.0
sparse_effect,231,delayed_reward_td,7,0.5732,0.2582,3.5371,0.3385,0.0491,1.0
sparse_effect,231,dense_shaping,7,0.5732,0.2582,2.2149,0.4712,0.1302,0.55
sparse_effect,231,effect_trace,7,0.5732,0.2582,0.9566,0.8609,0.2979,0.0
sparse_effect,232,delayed_reward_td,7,0.595,0.269,3.6271,0.3403,0.055,1.0
sparse_effect,232,dense_shaping,7,0.595,0.269,2.2746,0.5017,0.1369,0.55
sparse_effect,232,effect_trace,7,0.595,0.269,1.0664,0.8688,0.2977,0.0
sparse_effect,233,delayed_reward_td,2,0.5401,0.3435,2.1536,0.4472,0.1018,1.0
sparse_effect,233,dense_shaping,2,0.5401,0.3435,1.4806,0.4612,0.1543,0.55
sparse_effect,233,effect_trace,2,0.5401,0.3435,0.6863,0.8672,0.3425,0.0
sparse_effect,234,delayed_reward_td,7,0.6272,0.2384,3.6524,0.3748,0.0173,1.0
sparse_effect,234,dense_shaping,7,0.6272,0.2384,2.2616,0.4772,0.1238,0.55
sparse_effect,234,effect_trace,7,0.6272,0.2384,0.858,0.8545,0.2983,0.0
sparse_effect,235,delayed_reward_td,7,0.453,0.2516,3.5321,0.3436,0.0376,1.0
sparse_effect,235,dense_shaping,7,0.453,0.2516,2.2842,0.4432,0.1356,0.55
sparse_effect,235,effect_trace,7,0.453,0.2516,0.9739,0.8365,0.3042,0.0
sparse_effect,236,delayed_reward_td,4,0.4142,0.1874,2.5677,0.3979,0.1195,1.0
sparse_effect,236,dense_shaping,4,0.4142,0.1874,1.6769,0.4719,0.1647,0.55
sparse_effect,236,effect_trace,4,0.4142,0.1874,0.8052,0.8272,0.3085,0.0
sparse_effect,237,delayed_reward_td,7,0.5678,0.252,3.5355,0.3348,0.0413,1.0
sparse_effect,237,dense_shaping,7,0.5678,0.252,2.3806,0.4928,0.1649,0.55
sparse_effect,237,effect_trace,7,0.5678,0.252,0.9884,0.8472,0.3131,0.0
sparse_effect,238,delayed_reward_td,11,0.5518,0.0475,4.6136,0.3091,0.027,1.0
sparse_effect,238,dense_shaping,11,0.5518,0.0475,2.7916,0.4818,0.0816,0.55
sparse_effect,238,effect_trace,11,0.5518,0.0475,1.1443,0.8148,0.2799,0.0
sparse_effect,239,delayed_reward_td,4,0.4757,0.3749,2.6655,0.3948,0.0553,1.0
sparse_effect,239,dense_shaping,4,0.4757,0.3749,1.883,0.4578,0.1222,0.55
sparse_effect,239,effect_trace,4,0.4757,0.3749,0.7951,0.8078,0.3073,0.0
deceptive_proxy,0,delayed_reward_td,5,0.6835,0.5145,3.1526,0.3577,0.0313,1.0
deceptive_proxy,0,dense_shaping,5,0.6835,0.5145,2.1132,0.4196,0.0857,0.55
deceptive_proxy,0,effect_trace,5,0.6835,0.5145,0.826,0.8439,0.3067,0.0
deceptive_proxy,1,delayed_reward_td,7,0.9238,0.7981,3.7695,0.3334,0.0156,1.0
deceptive_proxy,1,dense_shaping,7,0.9238,0.7981,2.7616,0.3372,0.1123,0.55
deceptive_proxy,1,effect_trace,7,0.9238,0.7981,0.8069,0.9002,0.3456,0.0
deceptive_proxy,2,delayed_reward_td,8,0.8171,0.7872,3.9977,0.328,-0.0083,1.0
deceptive_proxy,2,dense_shaping,8,0.8171,0.7872,2.9831,0.322,0.1199,0.55
deceptive_proxy,2,effect_trace,8,0.8171,0.7872,0.9326,0.8753,0.2972,0.0
deceptive_proxy,3,delayed_reward_td,2,0.655,0.8029,2.2384,0.381,0.0811,1.0
deceptive_proxy,3,dense_shaping,2,0.655,0.8029,1.8887,0.3151,0.1243,0.55
deceptive_proxy,3,effect_trace,2,0.655,0.8029,0.6568,0.8233,0.2998,0.0
deceptive_proxy,4,delayed_reward_td,5,0.5632,0.8352,3.0373,0.3405,0.0274,1.0
deceptive_proxy,4,dense_shaping,5,0.5632,0.8352,2.5597,0.2906,0.0877,0.55
deceptive_proxy,4,effect_trace,5,0.5632,0.8352,0.8715,0.8393,0.272,0.0
deceptive_proxy,5,delayed_reward_td,8,0.6951,0.7179,4.1466,0.3377,-0.022,1.0
deceptive_proxy,5,dense_shaping,8,0.6951,0.7179,2.841,0.3387,0.118,0.55
deceptive_proxy,5,effect_trace,8,0.6951,0.7179,1.0682,0.8234,0.2935,0.0
deceptive_proxy,6,delayed_reward_td,10,0.7908,0.7627,4.5007,0.2955,-0.0351,1.0
deceptive_proxy,6,dense_shaping,10,0.7908,0.7627,3.344,0.345,0.0609,0.55
deceptive_proxy,6,effect_trace,10,0.7908,0.7627,1.0143,0.9058,0.3046,0.0
deceptive_proxy,7,delayed_reward_td,10,0.7394,0.7602,4.6408,0.331,-0.0152,1.0
deceptive_proxy,7,dense_shaping,10,0.7394,0.7602,3.2584,0.3204,0.0688,0.55
deceptive_proxy,7,effect_trace,10,0.7394,0.7602,1.0287,0.8242,0.2883,0.0
deceptive_proxy,8,delayed_reward_td,11,0.733,0.7834,5.0238,0.2768,-0.022,1.0
deceptive_proxy,8,dense_shaping,11,0.733,0.7834,3.6342,0.3209,0.0428,0.55
deceptive_proxy,8,effect_trace,11,0.733,0.7834,1.0865,0.8292,0.3105,0.0
deceptive_proxy,9,delayed_reward_td,4,0.721,0.7002,2.7322,0.3634,0.0722,1.0
deceptive_proxy,9,dense_shaping,4,0.721,0.7002,2.233,0.3625,0.1041,0.55
deceptive_proxy,9,effect_trace,4,0.721,0.7002,0.79,0.861,0.3031,0.0
deceptive_proxy,10,delayed_reward_td,3,0.6674,0.8105,2.5932,0.4144,0.0726,1.0
deceptive_proxy,10,dense_shaping,3,0.6674,0.8105,2.1806,0.2833,0.1125,0.55
deceptive_proxy,10,effect_trace,3,0.6674,0.8105,0.7404,0.8725,0.29,0.0
deceptive_proxy,11,delayed_reward_td,10,0.7951,0.8685,4.6207,0.2478,-0.0211,1.0
deceptive_proxy,11,dense_shaping,10,0.7951,0.8685,3.4321,0.2907,0.0532,0.55
deceptive_proxy,11,effect_trace,10,0.7951,0.8685,1.1045,0.8484,0.3247,0.0
deceptive_proxy,12,delayed_reward_td,8,0.7086,0.6214,4.0542,0.3519,0.0209,1.0
deceptive_proxy,12,dense_shaping,8,0.7086,0.6214,2.9097,0.3657,0.0756,0.55
deceptive_proxy,12,effect_trace,8,0.7086,0.6214,1.0267,0.8468,0.2916,0.0
deceptive_proxy,13,delayed_reward_td,10,0.6994,0.5742,4.4834,0.3278,-0.0038,1.0
deceptive_proxy,13,dense_shaping,10,0.6994,0.5742,3.1055,0.3577,0.0874,0.55
deceptive_proxy,13,effect_trace,10,0.6994,0.5742,1.0615,0.8278,0.2907,0.0
deceptive_proxy,14,delayed_reward_td,12,0.6357,0.7106,5.2012,0.2917,-0.0406,1.0
deceptive_proxy,14,dense_shaping,12,0.6357,0.7106,3.5202,0.2706,0.0609,0.55
deceptive_proxy,14,effect_trace,12,0.6357,0.7106,1.1806,0.8252,0.2864,0.0
deceptive_proxy,15,delayed_reward_td,4,0.7914,0.6365,2.7956,0.4147,0.0734,1.0
deceptive_proxy,15,dense_shaping,4,0.7914,0.6365,2.1113,0.4123,0.1168,0.55
deceptive_proxy,15,effect_trace,4,0.7914,0.6365,0.744,0.8528,0.3239,0.0
deceptive_proxy,16,delayed_reward_td,4,0.8502,0.614,2.7215,0.381,0.0595,1.0
deceptive_proxy,16,dense_shaping,4,0.8502,0.614,2.0834,0.4252,0.1436,0.55
deceptive_proxy,16,effect_trace,4,0.8502,0.614,0.8106,0.8917,0.3098,0.0
deceptive_proxy,17,delayed_reward_td,2,0.7406,0.526,2.1168,0.4641,0.0588,1.0
deceptive_proxy,17,dense_shaping,2,0.7406,0.526,1.5904,0.4411,0.1639,0.55
deceptive_proxy,17,effect_trace,2,0.7406,0.526,0.6352,0.8827,0.3026,0.0
deceptive_proxy,18,delayed_reward_td,8,0.7851,0.5249,3.922,0.3283,-0.0029,1.0
deceptive_proxy,18,dense_shaping,8,0.7851,0.5249,2.7508,0.4042,0.1089,0.55
deceptive_proxy,18,effect_trace,8,0.7851,0.5249,0.7676,0.8582,0.3128,0.0
deceptive_proxy,19,delayed_reward_td,7,0.7022,0.7979,3.6053,0.3144,0.0092,1.0
